#{"t_start": 1744024443.955428, "env_id": "None"}
r,l,t
-6.283649,3,14347.654162
-6.063701,4,14374.402179
-5.988297,18,14475.660358
0.753785,1,14480.727205
-2.544894,1,14485.828081
-2.485091,1,14490.927823
2.432518,16,14577.444334
-23.039612,1,14586.022741
-6.438513,5,14610.049376
-10.600591,1,14618.648337
-7.261656,3,14633.644644
0.227081,11,14699.012542
-7.84883,1,14707.612587
-8.929362,7,14741.315431
2.699422,8,14783.003383
-2.846447,4,14805.59044
8.272581,30,14957.841156
3.675092,35,15140.658255
43.274419,13,15210.103384
-5.417132,4,15229.64863
-1.546635,21,15343.47747
-4.79528,9,15385.991829
-6.970911,6,15414.639679
-8.285112,3,15436.216579
-7.323123,3,15450.244332
-10.715867,1,15455.320654
-0.899961,6,15487.800739
-9.954715,35,15678.090642
-1.945138,9,15724.706847
-1.433095,18,15817.489421
-7.939189,17,15901.135335
-10.183917,9,15943.83191
-4.791551,5,15970.877013
-8.906371,7,16003.066684
-8.733963,4,16029.478265
-26.378181,1,16038.076396
-6.564513,3,16053.062931
-2.95099,7,16090.102302
-8.268982,4,16109.168052
-11.507541,16,16198.009981
-28.400857,1,16206.609292
-6.984399,4,16236.644315
-5.943187,7,16278.174865
-7.430082,4,16304.656343
-24.831141,1,16313.255874
1.329782,11,16373.049179
-1.510824,13,16439.775946
0.216881,1,16444.867089
-26.398043,1,16455.231884
