#{"t_start": 1744024443.955428, "env_id": "None"}
r,l,t
0.584456,7,38.524284
-18.291156,80,462.182803
40.261471,56,761.445816
-3.292118,13,836.167174
-27.527553,1,844.74396
-10.024152,6,873.176217
1.515771,12,942.372285
11.29172,17,1037.986937
39.778337,23,1159.072575
-11.271682,4,1182.263162
37.839475,24,1318.958415
-5.631256,5,1346.0704
-28.215758,1,1358.095442
-4.918214,7,1395.287306
-1.64634,6,1423.936664
-27.405945,1,1432.515867
-5.74453,10,1491.558017
0.462988,7,1528.689821
-7.970186,1,1540.69012
-7.072316,8,1579.674345
-1.28003,1,1591.730018
-15.112573,41,1802.417284
-8.669569,7,1843.045173
-3.298214,20,1956.711143
7.985995,7,1994.278869
-6.838268,7,2031.398376
-22.82937,1,2039.994136
-0.277855,22,2161.194586
-10.577084,1,2173.273244
-8.176046,2,2182.759861
-7.530947,27,2315.178726
29.357819,42,2538.514935
-2.092886,18,2658.351881
-0.785248,18,2751.749734
-17.011105,100,3264.651635
-6.063723,4,3283.196488
-10.96896,3,3308.308589
-3.310447,6,3340.389179
-3.607297,2,3353.862769
-9.320338,5,3380.95966
-4.87696,6,3409.575521
-4.71922,9,3456.276902
-25.703022,1,3464.85696
-3.84324,6,3492.477983
-10.056412,6,3524.675585
-11.357825,2,3534.678439
1.449401,13,3599.782506
-1.074914,11,3653.547275
-8.597736,19,3752.971566
28.472707,44,3983.030529
38.751163,10,4034.256424
-2.493641,18,4122.045709
-22.035963,1,4130.565429
-8.589535,3,4149.12067
1.96073,5,4177.252946
29.18641,10,4231.301092
27.956544,8,4280.469413
-0.2482,12,4351.705788
-4.246177,6,4380.391411
-6.622433,16,4463.633719
-4.827113,6,4495.185287
-7.59198,10,4542.814886
-7.150438,14,4616.41969
-9.896409,10,4663.506691
-2.984836,99,5186.686537
-6.807422,1,5195.25262
-0.896231,11,5259.029269
-21.189718,5,5290.615458
-8.922528,7,5330.372379
39.529629,46,5569.585131
-7.986226,21,5684.933225
-5.86138,19,5777.570212
-8.117791,3,5796.191283
-4.99206,7,5830.292151
-10.335454,1,5835.39233
-7.704764,1,5840.472158
6.193717,12,5908.921176
-6.010208,6,5941.519201
0.377262,10,5995.237805
-5.064095,53,6267.342481
-2.345558,14,6340.569957
-21.72663,1,6352.541137
41.759817,17,6450.687037
-10.810847,6,6494.138573
1.623514,11,6558.011341
-8.507692,2,6568.01462
31.046703,10,6622.669445
-5.680466,7,6660.82469
3.336039,12,6721.610531
-27.505594,1,6730.209896
-2.186277,39,6931.456015
-3.450391,10,6979.117075
-1.705886,22,7090.64764
-3.287178,10,7141.442332
3.188417,17,7240.236279
-3.455232,16,7324.382286
-2.135241,17,7428.842167
26.829405,44,7667.607884
-7.200538,8,7705.701121
-2.820003,1,7710.800696
-14.535191,1,7719.38075
-3.16608,30,7879.584451
-2.580589,22,8002.697974
-2.967742,1,8014.666435
0.551905,7,8048.220801
-9.029595,1,8053.294187
-27.809099,1,8065.192025
36.890707,21,8168.535204
41.646343,80,8595.305126
0.492487,15,8666.209957
36.556267,19,8770.661054
3.92691,11,8827.563943
-9.81277,15,8903.158075
-7.56379,4,8922.272973
-4.720106,4,8945.819254
28.265749,48,9203.854783
1.958064,14,9285.416678
40.064723,64,9602.838909
-0.656904,14,9675.491325
-3.88284,9,9721.924694
39.59403,15,9795.69548
-0.77227,13,9859.939959
-4.90412,8,9900.730297
-23.505678,1,9909.211474
-6.401625,5,9933.899638
-1.686454,6,9963.212645
-17.936597,35,10160.291691
0.60712,10,10214.974768
29.217032,22,10330.54593
-0.019364,28,10489.39322
-19.351595,29,10649.347605
31.850418,15,10720.431435
-7.876277,2,10730.006483
-7.883273,22,10864.466124
-3.608641,9,10911.096867
-2.955318,35,11091.700829
30.726598,14,11162.094976
-2.07167,9,11203.762676
26.713114,50,11470.741778
-2.81952,4,11489.371114
41.541052,14,11558.77638
-3.131363,20,11667.717346
-6.643287,8,11717.452044
42.858444,11,11773.75207
2.560667,16,11857.580523
-4.465806,32,12023.118645
-7.488031,4,12045.604966
-23.902762,1,12054.203789
-5.99001,18,12146.727962
-8.254407,2,12156.196745
-6.510152,3,12170.313205
-2.640112,12,12227.049748
-21.762718,1,12235.648628
39.489282,12,12308.340641
-7.076013,3,12322.886281
-5.714543,8,12360.608965
-5.426754,4,12383.59986
40.802274,9,12433.860234
-1.059949,13,12507.510668
-11.904572,19,12611.953413
0.446134,33,12773.968778
-3.062374,8,12823.280479
-7.503376,3,12837.733571
-9.763219,4,12856.745539
1.705476,17,12946.375149
30.491672,21,13065.191738
-2.035383,37,13261.18554
-8.158458,2,13271.199059
-3.356291,1,13279.854323
-5.577973,5,13311.619758
-8.298025,3,13325.613451
-9.421571,1,13330.68721
-11.829965,6,13367.453416
-27.253636,1,13376.009207
-5.972999,6,13411.508146
-4.835573,8,13453.521471
-9.886888,9,13499.757129
-11.433994,2,13512.716005
3.050829,10,13575.307736
0.07129,15,13656.320654
2.781012,11,13712.479017
-27.578209,1,13721.078423
-4.907208,6,13749.612921
-2.352907,21,13853.509287
-2.927153,58,14167.748125
-27.206295,1,14176.347931
-0.964105,12,14236.927776
-11.627108,4,14259.865624
-8.494113,10,14314.749025
-5.487372,4,14333.180626
