#{"t_start": 1744024443.9084225, "env_id": "None"}
r,l,t
-7.073511,3,19.501929
-8.406675,3,33.547663
-0.870107,12,93.862112
-7.088516,3,108.986351
-3.23162,9,159.707354
-22.104987,1,168.302889
-3.537634,42,390.79673
-8.631896,7,428.488373
2.362115,31,590.353446
-27.714341,1,598.825607
38.778595,44,836.214262
-9.576908,6,868.215619
1.819358,9,922.904403
31.142491,13,984.160862
-7.913307,11,1052.585193
-4.893311,27,1200.362624
-27.819013,1,1212.376174
-9.309095,5,1236.946312
-6.06159,6,1272.586558
-0.003797,14,1346.11545
5.746661,21,1461.139741
-6.286382,4,1488.096423
-2.410428,6,1523.738343
-2.145294,8,1569.723646
43.176146,11,1638.803008
-7.404755,2,1648.276874
-2.162384,12,1705.567771
-22.841799,1,1714.144487
-7.116377,3,1728.189974
-5.244697,15,1802.480506
-18.254187,1,1814.464381
-2.622654,13,1881.112903
-12.128001,1,1893.095044
-2.959172,13,1961.736243
-6.252825,8,2003.930989
-2.267702,83,2445.194426
-5.92905,6,2477.869997
-4.933414,11,2535.06497
-26.669233,1,2547.047937
-6.24137,3,2569.045174
-3.428284,1,2577.56323
-22.894533,1,2586.146438
-7.177793,8,2631.772308
30.227732,31,2794.378793
-0.814527,28,2945.738705
26.724403,6,2974.286459
-10.313447,45,3205.352647
-15.657552,100,3726.276539
-25.23059,100,4257.992469
-3.296987,100,4787.046913
-3.835842,100,5321.92634
-13.586142,100,5852.436154
-5.360393,100,6377.040134
-11.884111,1,6389.105561
-3.083229,100,6936.491894
-11.514275,52,7204.232865
-12.02258,1,7212.812357
-3.102257,100,7761.098047
-6.523036,7,7794.744361
-12.06341,100,8331.909267
-6.682896,44,8576.323041
-34.232879,100,9097.602363
-19.619682,100,9616.355894
4.551728,9,9661.531394
-2.922698,5,9685.066775
-17.412999,3,9702.560809
-11.46861,100,10237.031678
-12.904595,100,10774.646274
-11.967323,1,10783.225039
-5.712684,2,10796.365444
-10.434994,4,10822.914464
-23.506213,100,11341.6812
-1.838251,100,11867.648493
-15.652758,100,12396.696578
-23.532858,8,12442.411676
-16.927165,100,12969.007149
-11.113437,100,13526.259784
-9.235758,4,13556.297078
-19.441197,100,14071.43045
-4.534291,7,14112.563073
-10.147227,9,14167.796143
-25.044045,100,14722.227074
-23.429365,1,14727.30284
-24.847182,100,15250.87304
-6.341259,1,15259.491577
-3.182521,100,15780.937382
-13.536246,1,15789.516261
-16.964902,100,16335.412062
