#{"t_start": 1744024448.293908, "env_id": "None"}
r,l,t
40.696951,19,94.485851
-7.305082,7,135.749401
-3.655338,18,237.246377
-1.554275,32,400.971468
-26.750142,1,409.570198
-4.292033,8,447.756371
-9.141871,1,452.837289
-27.944227,1,461.436464
-11.566349,9,503.622339
-2.306527,53,793.823774
-8.566441,1,802.388491
-0.56798,22,923.491737
2.188506,25,1057.759802
-5.295818,25,1195.998564
-5.069786,4,1222.525848
-6.316001,3,1241.159987
2.780807,8,1282.697983
-2.927601,6,1314.616735
-26.542129,1,1323.190734
-8.537137,5,1350.268163
37.897355,7,1390.991167
29.84588,14,1465.230603
-5.606385,10,1527.845389
-8.195343,6,1560.325946
-5.261555,11,1629.432385
-5.812998,6,1658.500832
-7.963316,6,1686.647818
0.881795,32,1853.144436
-3.097143,14,1934.397276
-3.165956,7,1975.391216
-0.296397,24,2106.247775
-8.341533,4,2124.770128
26.028009,12,2197.981269
-4.897603,13,2259.186408
2.679998,10,2310.850282
33.383837,49,2586.768121
31.641495,15,2673.542627
0.995195,13,2742.321716
-5.633498,10,2789.994704
-1.635599,6,2826.61895
27.049889,8,2863.914821
0.599296,7,2896.625093
-12.528832,23,3021.578859
-4.786352,23,3140.666928
25.775705,39,3346.029053
2.567292,21,3456.94426
-2.946988,7,3493.149349
-5.838237,3,3510.803128
29.920979,50,3763.204831
-8.042638,3,3777.753492
-1.203972,8,3814.88602
-8.841262,5,3845.495261
26.774433,49,4099.088805
0.558767,28,4262.118945
-6.541344,5,4285.672355
-21.167929,87,4742.069041
1.254824,12,4806.836658
-6.063316,6,4839.34657
32.750342,36,5030.783803
40.790414,18,5118.764086
42.887945,16,5208.993096
-5.717013,7,5246.185638
1.435098,12,5313.958621
-19.756815,1,5326.035036
-6.062536,15,5395.918183
-26.767284,1,5404.517314
-5.946161,21,5508.245797
-5.405889,1,5516.844553
-7.441523,2,5533.858952
2.725276,8,5574.798124
-7.734954,2,5584.239914
-20.188372,1,5592.838658
-6.486811,3,5607.938808
38.339713,45,5844.568296
-6.185666,3,5863.033673
-2.813649,11,5919.599884
-9.44679,3,5937.176827
-12.977717,20,6041.022661
