#{"t_start": 1744024448.293908, "env_id": "None"}
r,l,t
-9.438114,8,6083.077464
-0.526592,7,6115.562259
-26.88021,1,6124.141726
-8.451699,2,6133.598737
-26.645523,1,6142.198637
41.902911,14,6208.682489
-11.647562,4,6231.910634
-6.894521,18,6322.621759
-21.258108,1,6331.202934
1.770701,7,6372.650203
-8.902793,1,6381.262241
-25.193742,1,6393.214809
2.776753,8,6436.827128
-7.547644,10,6502.896396
0.587871,7,6536.645943
-27.006265,1,6548.648365
-11.082054,16,6636.993643
-6.971402,7,6675.124563
-5.374924,15,6753.990672
-8.747579,7,6791.105706
-1.75742,18,6880.043129
-3.833972,2,6893.581059
51.751645,34,7054.853968
-8.28984,2,7064.329094
-6.825026,5,7099.90928
-4.835111,100,7650.132518
33.314142,24,7775.885221
5.290232,13,7848.575102
-2.724403,9,7894.480548
-20.666936,1,7903.071452
-7.469629,4,7922.1727
-14.498181,7,7962.640812
-16.709936,52,8236.318632
0.764861,8,8274.356558
0.284041,27,8425.233737
-0.62657,11,8488.97231
-4.208032,25,8619.212519
-6.602802,18,8715.653169
40.097247,65,9052.083011
-7.736667,2,9062.071909
-15.764399,1,9070.668265
-7.945441,2,9080.171907
-6.191395,3,9098.203464
1.97115,12,9158.974816
1.29616,13,9231.577516
0.126197,20,9337.254643
-15.0263,13,9403.172642
0.881078,11,9462.547269
-0.930341,11,9517.235583
-5.462932,14,9583.956238
36.734726,71,9944.195128
-2.776782,6,9977.028422
2.680499,8,10022.599843
-7.263787,12,10095.178549
-7.094805,16,10178.518084
1.666958,10,10237.638131
0.089273,18,10326.217638
-24.321473,1,10338.32002
38.939771,13,10407.740297
-0.891966,22,10531.082625
0.356039,41,10739.732671
-13.660249,2,10753.249152
38.145709,17,10860.129432
1.734685,7,10893.184662
-17.118221,1,10898.283875
2.170545,12,10957.039082
-7.524871,1,10967.455937
-6.692881,50,11219.008557
-4.111471,18,11319.277697
38.306711,25,11452.333382
25.322253,61,11774.399165
40.670736,9,11820.61842
-8.553311,3,11834.712182
-2.17513,39,12041.29779
-4.618124,4,12064.422203
-4.277023,34,12236.305084
-15.593249,1,12244.87928
-3.848967,6,12281.444525
-6.322091,4,12304.000848
-3.79471,37,12506.632617
-1.404182,13,12575.392666
-9.850484,1,12583.971908
-2.327164,8,12621.644196
2.552066,15,12689.830014
-11.058609,43,12922.589023
-2.063328,27,13077.843446
1.321584,10,13126.568059
26.638208,73,13535.380146
-8.468157,2,13548.407265
-2.285577,8,13598.209143
-7.756066,2,13608.157258
-18.078937,1,13613.256427
-6.183003,6,13641.919775
-3.491683,1,13646.995204
37.624698,10,13698.697886
26.904919,6,13730.727481
-5.813642,9,13773.371732
-7.786319,2,13783.010361
-28.579361,7,13820.661633
-5.883494,5,13844.129428
-18.049038,2,13854.13075
-26.028581,1,13862.710699
-2.39493,9,13903.865748
31.860737,37,14099.692904
-4.976255,5,14127.823757
-6.025186,4,14158.394997
-7.503026,3,14176.989549
-2.679299,8,14218.012196
-0.364539,26,14356.457527
-12.055211,1,14365.048596
-3.556134,11,14429.200917
-12.521323,2,14439.234388
-27.156762,1,14447.778438
-3.12046,7,14481.403852
-24.48241,1,14490.006162
-4.324908,11,14541.022957
8.783868,23,14676.653657
-8.183937,4,14699.685713
-11.256761,2,14712.823398
-4.714882,7,14750.584492
-4.75033,11,14806.265232
-7.197519,10,14853.459482
-24.856937,1,14862.038714
0.450563,8,14907.322355
-3.142501,9,14948.490997
-5.642255,14,15013.881095
1.11534,27,15164.004576
-0.528857,9,15210.842736
-4.753721,6,15242.992437
30.008179,28,15386.658223
-1.904764,16,15473.477109
-0.577646,7,15507.531252
-27.784362,1,15516.130178
-8.018767,3,15533.631078
-9.530158,11,15596.174785
-5.95632,16,15678.747507
-8.008251,9,15725.410032
2.827623,8,15766.999783
-7.462398,6,15799.167922
40.025068,50,16053.797544
-10.127739,6,16085.740298
8.288694,36,16300.315822
-24.452837,1,16308.892475
