#{"t_start": 1744024448.1822922, "env_id": "None"}
r,l,t
29.614577,11,12909.120238
-10.833858,4,12932.151017
-6.265849,3,12947.144679
2.892625,10,12997.890009
-7.062085,6,13030.406367
-12.930275,19,13141.227651
-3.140897,28,13290.775396
31.656681,15,13385.28029
-1.737657,32,13566.09253
-2.726548,1,13571.172142
-15.409262,1,13576.272296
-4.383205,29,13730.837527
-7.556662,15,13802.647443
-23.634912,1,13811.218801
-5.22233,10,13859.283555
38.410364,57,14168.536912
-6.855504,16,14255.634916
-10.000565,19,14356.545798
1.575696,23,14486.606271
-5.277085,7,14522.618707
-2.341536,10,14578.207604
-0.69681,10,14634.453092
-5.682277,74,15022.467074
-5.773755,5,15053.512305
-13.871538,1,15062.092062
3.754594,13,15126.999158
2.742076,12,15187.296988
-28.294838,1,15195.875054
-0.494942,6,15225.412894
-1.34556,4,15251.584207
-12.974601,1,15263.709684
-4.234038,7,15293.211328
2.536819,16,15372.20338
-11.862794,8,15413.901522
2.899779,17,15502.651221
2.044964,14,15579.377512
-8.699342,4,15609.334025
-3.018323,4,15627.87114
-3.104748,10,15678.857196
-4.845831,5,15706.478395
-1.529573,31,15859.632882
-3.266601,8,15901.90139
-8.792973,24,16025.279322
-14.268543,6,16062.398515
-3.369589,6,16090.855278
-8.382863,11,16151.15591
-7.225462,3,16169.197693
-14.92692,8,16219.372173
-3.316935,8,16268.948824
2.284965,11,16336.134075
39.955168,5,16360.13896
