#{"t_start": 1744024447.2423716, "env_id": "None"}
r,l,t
-6.185696,3,16.15687
-8.215131,12,76.470186
-2.743903,6,105.668797
42.740912,10,161.382394
-3.487728,5,196.664852
-4.425967,6,228.307352
27.849388,13,293.035608
-8.025842,5,316.112488
-8.377465,5,339.159181
-8.698365,35,527.243597
37.244805,66,888.468871
-1.628518,6,924.544888
-2.866591,12,980.795602
-1.705519,38,1200.535046
-7.115114,4,1223.567748
-4.842245,5,1255.253908
-6.506185,3,1269.242981
-1.874238,6,1297.702057
-5.542027,14,1382.472735
38.607122,11,1438.764248
-2.161212,8,1484.776366
3.00514,15,1571.377265
-24.553956,1,1579.954749
-5.104177,7,1625.499561
-2.806912,7,1659.539938
-5.314628,5,1682.701397
1.916746,26,1821.127954
-7.96501,34,2009.112339
-4.519545,5,2033.124157
-4.632501,5,2068.793251
-11.152539,2,2078.796674
41.587974,11,2130.797879
-7.779973,2,2144.298196
-6.220867,1,2152.898579
-2.047525,14,2227.573032
52.681814,12,2287.806785
-6.982727,5,2311.907034
29.196856,22,2427.768655
-7.792447,3,2441.795231
-15.889775,8,2484.543093
-7.546569,6,2517.728484
-7.490576,4,2540.253099
-19.759915,1,2552.207939
-0.922645,13,2633.452003
-8.354351,4,2660.05445
41.157383,11,2716.258627
-5.120621,9,2762.523745
-0.521547,8,2804.544466
-27.850585,1,2813.124327
42.137028,58,3105.566297
-0.022739,28,3248.339044
26.175472,24,3387.658391
32.235249,38,3582.576841
3.577662,14,3646.778877
-26.698797,1,3658.765162
-2.9468,7,3691.391323
-1.93334,15,3769.25172
-17.178614,15,3843.036884
-9.865581,1,3851.546925
-26.74242,1,3860.13396
28.936402,12,3920.506983
-1.759792,11,3979.735273
-7.070771,5,4002.820764
-1.404885,17,4090.584032
0.417674,8,4132.349351
-2.592974,1,4140.8839
-8.50755,2,4150.845196
-2.061885,30,4321.888659
-8.197109,4,4348.41573
-11.28405,6,4377.09654
-9.722834,1,4385.674966
-4.689743,8,4426.793316
2.141619,19,4520.155905
-4.761767,6,4549.541565
-7.26609,3,4563.528612
-10.048382,1,4568.592769
-2.938814,6,4600.109155
31.206356,23,4712.439007
-7.725739,3,4731.08574
-8.139934,3,4752.635835
-3.964963,19,4858.433139
-9.101383,23,4973.520003
-25.181955,1,4982.119532
0.469666,7,5018.77742
-8.128699,5,5046.368573
-28.106853,1,5054.967196
-10.096451,14,5123.402698
-4.392407,7,5155.933737
38.247716,64,5499.776486
42.007034,27,5651.004336
-2.930609,5,5678.073484
-10.384726,9,5723.716027
-0.017104,11,5779.293268
-12.725714,1,5787.89205
0.393806,7,5821.982795
-6.312032,36,6018.985309
-9.700141,61,6332.157463
41.297764,13,6414.244096
-2.461876,24,6559.712837
-3.019916,7,6596.308451
-21.1056,1,6604.90828
-5.916205,5,6629.468779
-9.84475,1,6638.069613
-5.464828,4,6657.539536
-6.847225,5,6685.710508
-7.346777,10,6736.456602
-15.803703,1,6745.035279
-7.629554,3,6760.032058
-1.578987,29,6908.725949
-7.474211,3,6923.16107
-3.706998,16,6999.752498
4.129314,11,7050.920273
-2.464419,9,7106.004172
-10.194939,33,7283.604486
-6.309965,3,7298.135486
-7.824672,2,7311.634637
-1.115776,23,7444.199275
-10.078766,1,7449.278975
-22.567681,1,7457.878513
0.809676,21,7576.139888
-6.241215,6,7605.126729
-7.101915,3,7619.135308
-2.986524,5,7642.663076
37.753899,15,7726.086401
-2.432911,12,7786.409357
-4.791558,5,7814.016631
-6.670825,1,7822.615227
-0.272271,12,7885.997374
-10.585011,20,8002.894515
-4.531861,17,8094.789623
1.421675,20,8194.253902
3.792941,18,8280.464773
-1.075517,9,8333.57986
-4.724368,6,8365.30824
-7.378752,3,8383.992239
-26.463515,1,8392.551398
-4.883288,5,8416.598442
-3.253215,14,8495.032456
-5.705833,7,8532.847635
-23.145141,1,8541.439674
43.617673,11,8597.049895
40.76957,21,8700.054886
-3.432749,20,8809.871943
31.043976,9,8853.333204
-3.657447,7,8886.82263
-2.523604,7,8923.947494
0.362619,10,8982.507091
-1.80779,6,9015.040329
-8.179397,5,9038.657137
-2.042692,5,9063.124543
-10.941946,1,9068.204237
-8.001341,9,9117.775297
-5.619238,6,9150.441545
-10.961247,3,9168.475593
0.13089,13,9241.226895
5.061963,25,9367.068768
-6.505349,4,9390.135906
-3.059654,28,9532.818357
28.590812,34,9704.195964
-5.09856,33,9866.181221
-8.485043,7,9905.838474
-0.216979,11,9959.90839
5.018283,13,10033.661147
32.766681,24,10166.628746
-8.437618,2,10176.068099
-19.891584,1,10188.06005
-1.447568,8,10230.202049
1.403924,22,10352.897695
-6.463078,8,10394.257805
31.280349,10,10452.90663
3.01294,11,10505.616734
-17.62978,1,10514.196159
-7.379782,2,10523.642715
0.174894,11,10586.872513
37.976674,26,10717.172116
29.058817,54,11018.709683
0.743604,15,11093.422533
-4.730161,8,11134.616125
-22.742716,54,11416.815878
-6.8803,20,11518.797678
-1.521728,9,11564.002974
0.243988,9,11609.297307
-22.423205,1,11617.871861
-0.635834,7,11651.49411
-10.443895,3,11672.940737
-10.831472,12,11738.346664
-3.066304,28,11886.427001
-4.986215,15,11956.261091
-8.21659,2,11965.734291
-8.717055,1,11974.281838
11.914169,27,12121.195665
-5.796946,33,12300.061989
28.131311,8,12338.228087
-4.859037,6,12370.86217
1.766466,13,12444.09415
-8.334646,3,12466.177082
-7.994964,34,12638.274966
-4.651796,4,12657.300334
-4.274053,6,12685.869736
-15.247343,1,12690.969462
-6.150007,4,12714.373535
4.280672,16,12797.818438
-6.292679,1,12802.920671
-26.475658,1,12811.48488
42.146413,26,12948.094103
43.253504,13,13016.753259
2.135986,11,13088.430583
0.38224,7,13122.61402
-6.882195,8,13161.169974
-2.63088,1,13166.269774
-9.556247,1,13171.350044
-13.540757,17,13262.884008
3.737136,15,13347.040742
-24.656976,1,13359.137722
-8.021449,3,13377.698872
-7.468713,1,13389.715906
3.854082,14,13459.786226
-6.928085,4,13478.326018
-13.790953,1,13483.406881
-0.952075,100,14009.905212
-4.675539,9,14059.604243
-2.639222,1,14068.180291
-2.324592,10,14123.772533
-4.736319,4,14154.454957
-7.497969,3,14169.482354
41.081553,10,14224.071093
-1.662549,7,14261.576416
-11.234564,7,14301.925189
-2.502831,8,14339.353455
-21.08975,1,14347.952299
-6.512769,5,14379.597936
-8.261075,6,14411.726187
-1.76828,13,14482.452482
-0.501437,14,14555.568411
-26.16697,1,14564.159779
-3.985027,12,14630.361621
-6.848616,4,14650.458633
-5.833422,3,14672.614163
-3.645092,7,14713.886092
3.32502,23,14830.890536
-8.070971,3,14844.940091
1.694566,8,14886.213932
-9.188628,2,14903.273558
-0.905368,10,14949.541722
40.900492,13,15009.93461
2.065528,11,15078.089652
-23.859317,100,15610.272558
41.776175,22,15721.472627
2.653108,8,15763.03826
41.710455,55,16044.767777
0.090844,20,16148.593432
-25.54253,1,16160.584456
-9.311751,5,16184.660321
-5.427849,13,16269.889087
-4.83835,5,16301.366221
-27.679921,1,16309.966218
28.913774,9,16356.073727
-6.021783,9,16402.794814
-4.758586,6,16436.489053
