#{"t_start": 1744827934.0010495, "env_id": "None"}
r,l,t
0.512337,7,46.680551
-0.216603,15,133.830229
0.109286,8,178.286204
-4.269849,20,273.543247
0.304588,2,286.809355
0.362006,1,295.875706
-21.99437,100,803.13107
0.939664,7,836.440143
0.07911,1,844.980195
1.945698,8,882.766892
1.013707,4,906.059874
-0.11307,1,914.657088
2.144345,34,1085.850355
-0.290335,31,1233.852493
-6.096434,71,1578.498264
0.43628,58,1869.09176
2.48036,9,1911.401849
2.206398,17,1995.785778
0.248709,8,2033.75884
0.953853,5,2064.94673
-0.321894,9,2109.941765
1.476266,6,2137.736438
0.690526,4,2160.719384
-0.81133,20,2269.59984
-0.830717,22,2368.57348
-0.088058,2,2382.221066
-2.189619,43,2590.526251
1.437056,9,2633.817632
-0.27303,1,2642.874046
1.01556,3,2661.611952
0.493426,8,2705.335812
1.088093,32,2870.667421
1.364716,13,2943.286407
0.351759,1,2948.685984
-1.007143,1,2957.339769
-0.360765,2,2970.449136
0.407794,13,3034.965544
0.663072,6,3064.089144
0.373295,2,3077.855319
-0.274958,1,3089.84855
1.924971,12,3145.181386
-0.985498,16,3229.448502
-0.778868,28,3368.895351
0.594216,6,3398.261646
1.43402,10,3446.103694
0.196945,1,3455.325652
0.894649,3,3469.504035
-1.976844,11,3527.746742
2.155635,9,3582.262135
0.905301,26,3707.125341
0.823724,7,3771.643003
-2.945007,19,4008.694298
0.698697,12,4150.225063
1.693732,5,4201.559005
-3.287341,22,4453.096372
0.384841,2,4475.722417
0.422416,8,4552.155494
-0.521709,1,4569.765696
0.839441,13,4730.484122
-13.054532,8,4819.90521
-0.333787,1,4838.152357
0.952811,9,4930.402837
0.666668,3,4952.486017
-0.332792,1,4971.217568
-1.698478,41,5397.28577
-0.557286,1,5416.902624
1.663477,13,5545.176919
1.495289,9,5637.924484
-0.520052,6,5708.157382
-0.964887,16,5877.643241
-4.741839,24,6147.813283
