#{"t_start": 1744904136.797414, "env_id": "None"}
r,l,t
-91.274226,8,47.573913
110.565675,100,633.756666
6.664163,6,667.176484
-0.144554,1,672.189582
1.791201,8,712.65367
6.197375,4,738.730867
10.998383,7,776.136066
6.419388,10,826.606282
37.026522,35,1033.384683
3.197324,5,1059.959791
0.960388,8,1123.171511
15.956348,49,1420.070687
0.510905,6,1454.044063
1.683673,9,1500.576616
29.893368,32,1672.522779
0.618663,6,1705.152267
0.415219,1,1713.849358
73.355301,100,2303.18808
-0.908559,3,2319.115019
3.76297,6,2356.874788
74.257724,100,2913.06027
2.605744,8,2962.019162
51.168924,100,3545.806803
2.677495,3,3560.087936
-0.384799,2,3570.241595
-3.075668,1,3578.904424
6.75797,11,3648.072585
17.085782,15,3728.949736
93.226847,100,4363.622404
11.616934,22,4497.640347
2.678023,7,4546.127691
68.826054,74,5031.00304
9.172756,8,5080.450933
87.937901,100,5761.775328
26.4013,29,5949.428591
-1.418971,5,5980.452717
