#{"t_start": 1744883926.1102579, "env_id": "None"}
r,l,t
68.576436,100,483.193483
-0.334407,6,515.505742
60.60494,100,991.610628
3.156312,8,1029.092403
0.0224,1,1037.608568
-38.696425,100,1524.602584
51.814257,100,1998.080573
0.827624,10,2047.28183
14.813192,32,2200.551411
0.105192,2,2210.029452
-1.672891,1,2218.639106
2.22191,12,2273.882126
-1.211533,1,2278.922432
0.019126,1,2287.490953
9.497332,25,2410.002363
0.592127,8,2458.532817
0.782558,3,2472.547855
7.447434,6,2504.518127
16.253381,21,2600.687326
0.64135,8,2637.348111
0.739745,3,2651.758531
1.227123,1,2660.37769
55.095057,100,3148.028553
-0.250447,3,3162.03048
1.076967,14,3225.875739
3.187651,11,3276.403749
2.849026,15,3345.430748
13.654834,20,3436.669246
15.225305,13,3503.405711
3.483742,27,3635.858102
0.545338,1,3644.340056
-5.330324,27,3768.065743
-0.300064,7,3800.197686
48.833293,100,4301.038766
33.523505,85,4705.184527
0.158317,5,4728.229622
0.072139,9,4769.549091
