#{"t_start": 1744930171.2404597, "env_id": "None"}
r,l,t
2.018484,3,14.576481
50.054682,66,355.866221
21.532259,20,447.077283
0.306518,2,456.725141
24.758873,16,534.432816
13.129995,14,615.167181
96.872243,99,1142.005022
4.035954,7,1182.643697
0.309859,4,1205.358514
5.980545,11,1264.726828
-0.14525,1,1269.915373
8.498833,13,1339.663011
5.084635,6,1372.490605
-0.108233,1,1380.989311
32.345981,39,1573.75481
2.459337,7,1606.159477
2.137339,13,1670.872193
66.679479,100,2202.228968
98.951108,86,2654.768142
0.596908,4,2677.461733
7.470825,16,2769.753602
0.960495,1,2778.464123
24.111123,18,2875.652025
8.712339,7,2916.789657
23.152376,14,2981.733961
-2.616876,11,3048.042531
3.80405,3,3062.378146
33.437757,29,3217.8022
17.893069,8,3258.550378
142.875695,98,3758.61381
3.578939,1,3767.171833
45.736073,39,3966.418382
126.861767,100,4508.070307
15.141301,8,4556.777445
2.013105,2,4569.911412
3.773604,10,4624.605042
1.833622,1,4633.164762
5.720949,22,4746.764235
6.398049,9,4792.826049
3.675989,6,4822.204119
-218.388645,9,4863.824617
-8.537147,12,4919.616006
10.201329,9,4968.846066
8.21081,12,5028.510855
