#{"t_start": 1744942894.5627687, "env_id": "None"}
r,l,t
34.735734,17,86.465008
27.498539,21,204.62953
0.692811,4,227.206362
-5.135049,12,291.399333
-1.199555,1,299.932548
-0.413856,2,313.409379
-5.746401,9,362.147237
10.497301,20,457.917507
0.740621,5,484.499267
1.186054,1,493.051959
-0.082982,9,538.666621
5.957662,12,598.380899
-7.416575,6,626.451533
73.37334,75,1027.546521
57.684742,47,1262.247481
63.930375,46,1490.844002
1.162836,3,1504.829586
4.326778,11,1564.029597
126.977247,100,2080.760734
4.232392,9,2126.798177
-17.32792,8,2167.415238
-3.123396,5,2190.684364
-4.533808,17,2277.31182
12.406536,16,2363.683669
-4.311439,7,2400.995975
148.838597,100,2894.860596
5.873032,3,2909.425168
122.399212,100,3461.685211
2.228233,3,3475.634047
124.024931,100,3989.404568
3.552769,6,4020.507514
42.924286,35,4192.369324
143.024755,100,4712.331587
-4.407185,6,4740.404832
-1.494318,3,4754.499761
2.619379,2,4763.89747
13.472523,19,4860.528786
2.406701,7,4896.74266
4.435042,9,4950.375416
6.28923,1,4962.49821
-0.301892,2,4971.951453
21.723866,19,5067.509926
3.348403,7,5104.072554
60.521181,35,5292.267589
30.451308,20,5409.412548
11.76082,8,5453.949858
2.07457,5,5476.974611
14.369464,7,5513.004443
