#{"t_start": 1744930166.2447762, "env_id": "None"}
r,l,t
5.04429,5,32.63662
0.852826,1,41.205879
-2.706339,7,78.176204
0.463115,1,83.254941
19.801155,10,141.36881
24.977362,78,516.165083
10.279946,11,567.686644
13.766998,12,639.08392
109.208093,100,1174.603124
-1.281129,4,1197.255574
-4.253273,7,1238.096795
126.70092,100,1746.363838
6.39916,21,1852.470091
127.221747,100,2381.020108
5.892415,3,2395.77636
5.346846,11,2455.530522
6.795074,15,2530.497783
84.969022,82,2990.255373
-10.463646,15,3075.986951
5.392428,6,3104.590333
5.07097,1,3113.165167
7.018796,7,3149.824917
1.436615,1,3155.065186
2.684911,2,3164.447937
0.079898,1,3173.024421
-11.199922,16,3250.405922
-651.844426,4,3276.696288
32.175055,38,3476.346277
-5.73029,9,3518.920686
-1.142133,2,3535.911963
103.000876,100,4039.981635
7.154409,6,4072.409312
1.850202,1,4080.950161
-2.817573,6,4112.688419
12.130421,13,4184.327269
22.53001,15,4269.588186
94.123499,76,4687.895289
42.815303,59,4978.863453
-223.199747,8,5019.43052
5.236741,14,5088.232707
1.657752,11,5146.491505
23.357607,27,5283.586198
1.857484,9,5337.204274
