#{"t_start": 1744904136.7303152, "env_id": "None"}
r,l,t
1.469259,6,37.156054
2.857006,5,66.56915
0.959446,2,79.733415
3.17997,6,114.378826
-68.87552,13,191.59913
0.148564,1,201.316602
90.222835,100,771.226595
9.696492,15,850.594594
13.725286,16,942.05042
-0.045262,2,956.486903
-3.258917,1,965.06335
6.25763,8,1006.339043
2.068294,1,1015.330303
-3.165155,11,1085.495086
3.172615,7,1137.340832
0.828168,1,1145.92168
0.311269,6,1186.237176
74.489341,100,1751.044331
14.069406,16,1841.95351
14.526861,11,1907.96867
3.513082,9,1961.582773
3.037517,1,1973.742721
1.059255,7,2009.833311
47.107976,54,2328.347657
8.898328,49,2606.026771
5.436491,7,2647.287439
0.93086,4,2666.896443
20.803828,20,2771.678923
9.731583,18,2872.277911
1.268449,7,2909.637974
0.072078,1,2921.646796
45.999597,52,3226.593696
34.195948,48,3504.761273
2.53201,7,3540.859645
-2.408117,4,3565.305743
2.217524,1,3573.903787
107.265914,100,4194.883626
93.800216,100,4836.198496
2.764509,7,4877.125252
1.174733,1,4888.131245
-85.484814,19,5006.003433
0.780609,1,5016.618248
-14.162587,1,5025.400452
-3.175831,9,5079.033697
1.757589,1,5090.115508
3.901454,4,5115.414999
14.930957,26,5288.318932
11.03738,16,5393.956052
4.595661,5,5428.699614
2.530262,1,5438.04135
11.822096,7,5493.037393
5.611596,8,5545.126952
102.856463,100,6209.349957
2.156876,4,6409.48472
