#{"t_start": 1744553760.305704, "env_id": "None"}
r,l,t
1.240881,12,57.517715
31.654146,18,152.72475
-6.723422,8,191.76012
-2.912498,14,267.055638
-8.713734,3,281.938055
28.729463,9,328.707495
-4.551273,11,380.919577
-6.051695,6,407.120108
-2.568455,10,458.497571
-6.755364,30,607.829629
28.125537,49,850.770126
-8.232853,3,865.1375
-12.419721,2,878.839573
-1.197519,20,981.422045
-6.98479,7,1018.365942
-5.343697,4,1037.091142
-5.820695,5,1065.679199
-27.055491,1,1075.036858
-3.610189,12,1132.608683
-8.891889,1,1138.373083
-2.887961,4,1165.527228
-3.850486,16,1242.726048
-10.423069,7,1281.07077
-5.32274,4,1300.747852
-7.155388,9,1346.294364
-11.475132,9,1392.75358
-7.475863,3,1407.726346
25.499691,22,1529.000161
26.7335,6,1559.377252
-10.90714,100,2057.862971
-1.0991,18,2153.328423
0.434312,7,2187.450223
-2.6321,11,2248.024537
33.855904,20,2349.375128
-4.301893,8,2389.227658
-8.308654,11,2446.815553
29.238396,10,2498.452707
-0.607463,7,2535.989568
-19.975945,1,2548.06422
35.261929,86,2992.740474
-6.103058,6,3022.643212
-2.458358,18,3107.690468
-3.144374,14,3185.537869
-7.014862,1,3194.443402
-3.634042,11,3247.531774
-3.364672,12,3308.849165
-5.232184,2,3319.913208
29.071812,43,3534.651077
1.64771,64,3864.271699
-6.602669,6,3896.536685
-10.984865,4,3920.259738
1.785458,7,3953.280762
-13.301891,3,3967.694975
-26.388822,1,3976.727963
-3.935469,11,4027.896361
0.539409,8,4066.793635
-1.842835,5,4093.602901
-13.066007,1,4102.289085
-1.934786,11,4153.840702
-7.168411,3,4168.281847
-6.75513,7,4210.644761
-5.878835,9,4252.620622
31.08472,1,4262.183517
37.695884,58,4547.586937
-6.161164,4,4567.415753
-8.001322,8,4608.920436
-10.294146,4,4631.913568
40.447132,39,4827.021452
0.978848,18,4915.430277
42.059195,31,5078.870261
29.57365,57,5375.342924
-3.342401,10,5440.561684
0.373817,9,5492.987417
-4.792018,6,5535.141069
-27.688953,1,5544.75148
-7.481233,7,5586.305378
10.8854,21,5726.020392
-0.031412,14,5833.693952
-5.77242,3,5852.689552
-2.275907,9,5914.615855
