#{"t_start": 1744904140.2113686, "env_id": "None"}
r,l,t
21.781288,23,131.097858
0.28866,1,139.949614
4.342165,3,155.224052
3.080152,3,174.616072
1.665321,1,183.101681
1.754995,3,202.849882
3.267171,8,251.120564
4.847251,10,304.195898
3.031572,1,311.875522
66.242248,100,875.314026
27.552558,37,1105.438499
13.294088,18,1226.247317
3.21829,9,1277.516021
4.47652,1,1286.260456
43.90906,36,1486.65939
-3.431941,8,1527.671037
37.14353,46,1789.330738
6.9899,20,1907.954263
72.047683,100,2486.626658
82.895511,100,3051.625418
15.142492,12,3120.09158
-1.606568,8,3170.482441
2.59535,1,3179.063517
15.701875,13,3253.832797
69.571116,100,3828.076833
14.349489,20,3948.160914
3.876816,5,3984.12575
2.612156,9,4047.091456
3.283351,7,4095.67068
30.249508,67,4518.176085
3.627981,4,4549.71189
11.166648,11,4628.826275
54.020544,52,4961.115974
-74.696159,10,5027.141415
46.078489,47,5338.551788
7.189233,9,5395.59099
0.411892,1,5409.539393
-12.250829,9,5475.230675
12.475103,26,5645.456161
93.040566,88,6405.366614
