#{"t_start": 1744883932.8975356, "env_id": "None"}
r,l,t
12.79627,15,75.075932
0.919565,7,110.386056
11.495533,8,148.038929
37.944617,91,581.976252
-0.775346,4,600.593108
20.038059,44,815.54012
7.25477,23,920.070752
1.808828,4,938.674025
-0.249556,8,975.309312
2.672187,11,1027.24375
4.695352,6,1058.548273
4.231994,8,1095.191081
1.183358,4,1113.799075
1.679313,7,1149.576883
1.530882,4,1168.158214
-0.072942,11,1234.313543
44.78676,93,1672.779815
24.65784,48,1901.442126
38.791796,58,2176.172334
59.6313,100,2680.180181
24.616595,38,2856.793261
1.333073,10,2903.325907
8.720729,16,2985.497602
0.783308,8,3030.737724
3.854428,7,3063.254244
0.631978,1,3068.295412
-0.027028,10,3114.036588
-1.432003,1,3119.069458
28.755432,67,3433.305665
-48.778836,17,3519.130678
-0.838208,1,3527.753104
2.179785,7,3557.424321
-59.243727,8,3590.477704
1.874946,1,3599.029691
0.121813,2,3609.994374
1.135382,1,3615.068173
1.308022,12,3670.827512
5.244532,39,3856.134379
2.913702,5,3886.75368
0.665387,10,3936.475457
22.72242,50,4185.393529
56.087574,100,4662.915857
