#{"t_start": 1744904139.9284797, "env_id": "None"}
r,l,t
23.689778,27,158.980246
0.131484,3,174.811578
11.82382,21,299.197194
52.325202,100,866.029722
0.895553,4,887.973917
11.252195,39,1130.672136
1.380134,14,1222.799015
17.487221,10,1282.998138
-73.981636,12,1351.997383
1.991941,6,1388.604576
51.703505,57,1697.106434
70.115867,99,2270.923443
1.369668,1,2280.231431
24.04292,17,2386.665226
13.397671,10,2441.066765
0.327703,8,2483.502736
3.619651,9,2538.149052
15.35205,42,2768.400833
2.828081,2,2778.810074
33.383489,36,2993.384722
-1.739901,9,3039.653729
13.809661,22,3168.608387
-0.686989,8,3214.653071
9.102511,8,3267.163252
18.897966,17,3365.895473
81.266454,98,3924.858186
2.866428,1,3936.364228
0.603516,6,3978.797783
4.721596,7,4023.077031
7.39779,9,4089.175496
6.997939,11,4161.298249
94.81117,100,4805.537626
94.700878,100,5474.899509
9.452341,12,5555.360644
11.101182,22,5704.787536
12.011648,25,5859.951172
