#{"t_start": 1744812325.7233205, "env_id": "None"}
r,l,t
11.560452,5,28.891966
28.309291,11,79.683432
47.712951,20,180.92061
136.647627,58,463.612961
8.827153,3,482.412312
122.177162,51,724.879937
19.893954,8,762.082699
61.517789,27,906.329192
28.05326,11,961.912053
27.262754,17,1045.675643
100.509298,43,1268.501161
12.879414,5,1292.712463
23.997612,10,1332.42265
27.825566,11,1384.569165
28.782376,12,1448.336549
2.843325,1,1453.407159
29.829841,13,1521.834449
-5.614111,9,1567.702203
120.628775,56,1862.45985
11.106707,4,1881.031138
46.230121,20,1984.903894
12.994181,5,2009.045876
38.627432,16,2082.991844
29.939557,12,2138.661236
-10.823794,6,2167.062328
104.822132,49,2410.931954
21.678563,9,2456.191302
1.891504,1,2464.751982
19.320185,8,2505.922773
1.971732,1,2514.508845
8.802639,3,2528.532316
21.873204,10,2575.237836
5.210053,2,2585.224377
8.045365,3,2599.234216
104.326924,46,2823.078871
222.316302,100,3309.365153
13.56208,5,3345.106765
45.641326,19,3433.743003
15.902039,6,3461.913649
17.937757,7,3503.006922
18.761593,9,3544.832971
8.381444,7,3577.250176
2.237233,1,3586.183759
21.581963,9,3627.931597
9.64529,4,3646.913732
18.848482,8,3693.328875
205.867176,89,4124.342333
-8.798903,5,4155.33937
21.219196,10,4207.030262
35.259143,15,4280.566015
48.183343,21,4386.803845
11.150501,4,4405.753624
32.988669,15,4475.453453
14.191321,6,4506.992042
107.640483,44,4719.329659
7.709772,3,4733.702265
20.54979,8,4770.73568
12.899258,5,4797.902162
20.596079,8,4839.091307
5.80711,3,4857.218718
75.64651,33,5015.482817
1.898732,1,5024.16363
19.753981,8,5061.369275
20.689329,8,5102.242259
10.557286,4,5124.690454
