#{"t_start": 1744942894.406286, "env_id": "None"}
r,l,t
2.267896,13,63.169459
0.993747,4,83.16218
35.292347,25,227.368644
-2.030797,4,246.024856
-1.004753,7,286.550183
1.781981,3,308.588947
6.915654,15,389.499799
32.307129,25,515.200805
0.355467,8,552.970525
-12.483977,17,636.086072
0.287203,1,644.6605
-1.563939,3,662.822374
3.258833,1,667.87134
3.221446,2,677.38765
25.436003,11,737.120358
8.640879,12,801.290905
4.047417,1,809.875601
15.070171,17,900.593953
6.915183,1,909.152009
24.053932,27,1041.690749
119.595537,100,1545.163058
12.763343,7,1582.154372
5.200106,1,1590.74641
25.806597,17,1677.120989
25.39805,20,1793.321064
72.543458,57,2071.240066
1.076455,3,2085.791225
47.612937,38,2277.459977
3.750823,20,2383.578648
7.280413,7,2419.714779
10.275484,5,2447.341341
-55.928821,8,2493.327166
99.455695,88,2922.631491
8.077402,10,2980.809712
5.904308,11,3047.565214
3.189039,6,3091.055634
117.646199,100,3599.015145
6.527314,10,3649.198819
-4.25271,1,3657.775961
1.662519,2,3671.221852
-1.900724,11,3729.080033
133.602591,100,4237.697402
11.95035,14,4310.956057
46.990952,30,4469.515978
-0.195785,2,4479.045106
-9.225988,1,4484.146433
13.329989,7,4520.697787
32.82802,31,4684.793517
2.209649,11,4735.554147
88.771803,62,5062.620542
20.279958,16,5145.813534
11.182953,10,5200.513926
1.976587,15,5278.804995
0.168539,1,5287.373541
2.841819,5,5319.476415
0.900216,1,5332.517794
-3.360817,8,5373.117842
-0.364597,11,5432.019253
21.439436,10,5482.112659
7.157665,7,5518.15751
-8.743999,11,5568.543511
-0.611651,1,5577.061175
24.834919,26,5715.197992
