#{"t_start": 1744930163.7683706, "env_id": "None"}
r,l,t
5.621708,12,75.782591
35.925687,20,188.861419
0.166439,5,212.466814
2.675978,6,240.080315
0.156619,1,248.658173
6.914631,11,299.034173
120.33427,100,817.020866
70.31569,57,1100.468275
0.47046,6,1135.651616
1.455274,6,1172.126254
8.644215,8,1221.33772
15.379923,14,1295.584644
-2.000633,1,1300.583021
130.648821,100,1803.669477
12.179828,7,1836.466668
3.797657,1,1845.311673
62.451186,39,2054.655405
17.958589,15,2136.39869
4.042681,12,2201.21519
5.082339,6,2233.640578
3.700497,1,2245.654825
31.906709,23,2355.668317
41.508067,56,2653.774487
8.439171,8,2699.481891
0.331251,12,2772.067384
81.605162,63,3115.577905
0.879129,2,3125.25416
42.342126,33,3301.809435
8.520001,7,3333.950912
-5.544233,7,3366.041613
-0.402098,3,3384.006994
7.66583,18,3483.817203
83.770398,61,3792.159785
0.788489,5,3815.42812
-261.160212,20,3910.622123
0.371102,1,3919.142145
2.924159,4,3938.210643
2.75395,2,3951.7596
-3.391073,5,3978.913933
115.053458,100,4524.042277
12.562916,13,4596.110347
-2.599748,1,4608.073055
48.33374,33,4781.260611
5.062813,9,4824.678759
47.231966,31,4976.315017
91.28344,66,5317.121984
4.555519,10,5371.328902
