#{"t_start": 1744930162.660712, "env_id": "None"}
r,l,t
-2.061004,3,26.642599
1.972146,5,57.829001
-2.292641,10,113.284593
1.773234,1,121.856017
128.277553,100,610.747955
99.7816,100,1141.825635
4.381351,10,1204.379466
-22.326225,24,1333.891492
95.580917,100,1832.600566
-1.905334,6,1865.730567
0.941384,1,1874.433715
-24.523256,16,1952.760306
28.059904,24,2087.451269
41.782823,38,2293.134596
21.844251,21,2394.145173
-0.794745,4,2413.982541
10.602871,3,2431.896479
-1.877795,3,2446.048954
30.9667,29,2597.856583
34.824569,18,2709.071849
33.327689,20,2819.87208
4.324001,5,2847.883177
-1.05959,2,2861.070225
0.923672,2,2870.622256
-0.038637,1,2879.259817
27.907194,100,3407.234525
7.384972,6,3443.367043
2.561146,5,3466.929004
3.787901,14,3547.9871
24.824516,15,3617.294703
63.42307,63,3929.833729
14.509281,11,3993.056074
125.271757,100,4538.192379
28.78363,24,4669.887467
-0.890642,1,4678.434067
-1.348295,8,4719.173317
-2.00169,19,4815.821783
6.057079,17,4895.654513
-0.496654,6,4923.22187
1.273393,5,4946.805269
2.550461,1,4958.791077
10.140159,11,5013.636137
3.697997,15,5086.876825
-2.50734,20,5188.203179
-0.375857,6,5219.798286
5.840132,10,5269.585161
3.420193,7,5309.744712
5.71514,4,5335.801893
