#{"t_start": 1744930169.7425737, "env_id": "None"}
r,l,t
6.588951,9,55.75839
30.07559,20,164.895958
124.298646,100,662.211704
2.742214,7,707.295453
70.272411,56,994.27065
22.579236,12,1053.070536
43.150324,27,1206.815897
14.110387,16,1294.569714
-0.945271,1,1299.790971
14.70002,11,1356.287645
49.182875,24,1480.975471
2.192058,7,1514.984238
122.97273,100,2026.267167
100.823565,82,2460.595678
47.066046,32,2626.259587
-1.367852,6,2669.316229
4.487139,7,2707.369992
4.479777,1,2719.31822
-1.161771,3,2733.408743
0.077591,5,2760.972963
-0.480284,8,2803.197879
2.659453,6,2832.311849
123.691612,100,3368.589666
76.096908,51,3637.231203
-0.531477,6,3664.944986
28.609684,13,3727.826954
134.918557,100,4257.581435
-0.286792,4,4284.192328
8.794621,16,4369.576147
3.639331,7,4405.601753
2.120849,1,4414.180033
49.234911,34,4598.596991
28.14735,23,4725.141677
-1.8799,6,4753.187926
119.547622,100,5252.950875
13.279549,7,5289.637929
