#{"t_start": 1744930162.810339, "env_id": "None"}
r,l,t
-1.163916,5,36.079457
6.391399,11,100.13216
-38.778563,100,592.980046
50.896797,100,1123.549053
13.080806,19,1236.586938
0.315684,4,1259.000941
11.067305,5,1286.979311
3.818399,6,1316.221389
18.512044,8,1357.9663
-1.856013,5,1385.900445
2.050146,8,1428.468701
10.844682,15,1501.942405
3.377554,10,1550.128088
54.874362,50,1796.096577
13.153888,16,1884.010066
9.967442,6,1911.720757
1.796777,13,1982.652484
33.419326,27,2132.342202
-5.350825,8,2174.672487
0.115582,10,2229.301196
1.976419,1,2238.070231
62.855825,48,2481.606112
110.086525,100,3033.835496
1.933423,3,3051.46973
6.557738,8,3093.529274
9.559739,15,3172.87138
2.648849,7,3208.694269
19.073837,38,3403.679383
-1.656773,2,3416.672522
-0.202048,2,3429.724391
2.030762,6,3461.775166
18.362739,15,3544.331141
73.185422,80,3939.184977
-3.123315,11,4005.930525
85.388183,100,4551.122801
-0.553713,11,4614.055571
2.522424,9,4660.240546
126.657291,94,5132.399527
0.616166,6,5164.380965
1.489757,1,5169.475173
8.975203,8,5210.086492
