#{"t_start": 1744868365.4935799, "env_id": "None"}
r,l,t
-3.898962,25,132.440043
1.536532,43,352.130879
-7.178392,46,588.117115
-33.090738,34,747.926571
-2.616289,13,803.818579
1.471926,3,817.866092
-0.815511,1,826.748688
-5.004555,15,895.985342
-0.978783,1,908.013579
-2.308147,17,991.665941
0.924035,15,1065.419844
-0.504248,7,1097.69015
-1.826152,1,1106.355696
-0.54061,4,1125.10715
-1.543244,12,1180.424098
-0.838087,1,1189.313164
-6.56602,100,1686.928914
-0.762437,10,1737.057266
0.947801,18,1824.150276
-12.217932,8,1861.294849
-0.660749,6,1900.909257
-4.139942,8,1937.782923
-4.818082,12,1992.6721
-0.074806,1,2001.389799
0.262876,22,2107.20557
-0.722193,1,2115.726946
-2.111334,9,2161.405469
-0.143733,6,2189.112752
-0.443373,1,2198.042705
-15.215479,100,2692.149115
-1.543802,5,2715.371359
-0.629633,5,2738.82714
-1.091759,8,2780.28109
0.191921,8,2821.85091
-0.407893,7,2855.636373
-0.871491,1,2864.784116
-5.670426,37,3052.960859
-0.067216,45,3261.752769
-15.846768,57,3542.914991
-0.931589,9,3584.177166
1.99854,1,3593.067079
-2.898049,22,3696.897794
0.452285,44,3911.210964
-1.079846,8,3948.740419
-0.898705,38,4142.353932
1.108432,6,4174.294608
-8.426313,19,4273.967545
0.120094,5,4302.456639
-1.481605,1,4311.011268
-1.99219,9,4357.596591
-1.701077,4,4379.737803
-16.835616,30,4531.435574
-0.495445,4,4551.300883
-2.056755,75,4940.54733
0.29068,4,4959.615813
-1.686556,8,5000.91359
-0.716163,2,5014.382547
-4.768286,16,5091.585288
