#{"t_start": 1744904139.9126625, "env_id": "None"}
r,l,t
3.987779,4,24.38941
73.636441,84,510.215499
94.318052,100,1090.800735
10.950986,13,1182.939925
0.64201,1,1191.493202
31.153255,30,1363.300864
0.824473,2,1373.157531
0.370903,1,1382.057235
0.547163,1,1390.658374
2.69253,7,1431.837448
89.427167,93,1953.48838
0.547582,1,1961.984217
2.598946,7,2001.609792
4.236252,1,2010.161266
32.577222,40,2234.144636
82.641163,100,2802.55542
1.390346,6,2834.014592
22.424154,24,2980.405317
7.937454,12,3046.90367
0.120211,3,3062.03594
14.872918,12,3132.853957
0.540527,1,3141.419402
1.761293,9,3194.058656
1.443404,1,3199.152798
64.923477,100,3778.688979
-0.755976,3,3794.594818
7.470172,7,3836.861282
6.250168,8,3882.842475
-0.095303,3,3896.808497
43.148809,42,4181.079543
14.214801,17,4290.160988
-0.843026,1,4296.373179
1.294616,1,4301.585443
29.289515,30,4488.293029
45.168137,100,5144.319946
108.942589,100,5816.820051
7.332443,6,5850.094754
0.32443,1,5860.096682
6.552548,22,6013.887724
2.59284,5,6048.857946
-0.100502,1,6054.070266
8.854371,12,6129.62062
5.229266,12,6212.059098
