#{"t_start": 1744930165.162021, "env_id": "None"}
r,l,t
12.053909,16,97.752684
101.142786,100,590.648108
-279.668792,8,635.242831
-0.716505,4,658.271179
0.075797,1,666.869537
-1.242507,4,693.728566
-0.408731,4,716.856668
2.267502,3,734.622727
15.300919,20,839.435474
0.505705,2,852.461625
-2.325407,1,861.096159
1.84127,12,916.687605
44.103237,31,1067.365789
102.408676,92,1561.006184
22.47722,26,1690.206701
-0.353266,4,1709.564436
54.690066,40,1912.885459
1.330011,3,1927.077855
89.346179,68,2299.124485
48.497883,43,2511.82322
-2.524962,1,2517.07059
19.686547,10,2564.186815
1.43149,4,2590.208386
0.118616,7,2627.405675
-0.246159,1,2639.317357
10.591038,12,2711.897377
2.587332,1,2723.958515
46.50832,43,2955.168287
12.42499,8,2999.782134
111.894635,100,3528.490636
0.604426,2,3542.105963
-3.201726,8,3582.583787
17.73931,8,3619.782273
111.460869,85,4054.46981
22.431106,18,4154.009525
13.034932,14,4230.124844
2.002302,4,4249.112806
15.138854,15,4341.910602
5.366253,11,4396.095732
19.525354,14,4465.449207
36.518886,23,4598.178685
96.930287,75,4983.400061
