#{"t_start": 1743886694.7934635, "env_id": "None"}
r,l,t
-9.560953,2,17541.735878
-3.685342,9,17588.844997
-27.838366,1,17597.436155
-3.606647,21,17708.739565
-4.50534,21,17823.650515
27.6348,40,18031.361248
3.037309,10,18082.683917
-4.20755,8,18124.341923
-17.336996,1,18132.923866
-6.97969,4,18156.406521
-7.204611,6,18189.083063
-27.79323,1,18197.66254
-5.470928,7,18235.70889
-11.586643,2,18249.193642
28.980302,10,18308.080178
-9.310211,5,18335.642017
0.314762,18,18423.189222
-3.77624,21,18539.338868
-2.924346,4,18558.352304
-5.87133,3,18576.913351
3.502374,12,18636.701007
3.010856,11,18692.405328
-8.595255,1,18697.477875
-7.589157,1,18702.577309
4.565946,9,18757.252807
-7.882647,2,18767.285829
-7.21189,4,18786.366019
-5.851069,9,18832.416432
-7.392402,4,18855.439281
-5.452214,10,18911.379385
-1.411929,8,18952.017535
27.490323,13,19028.646033
-1.381135,10,19075.316246
-15.173207,1,19083.89573
-1.554293,10,19138.213975
1.366079,10,19189.442594
-9.615314,2,19202.921017
28.923708,9,19246.078309
2.511233,48,19501.303461
-4.772419,4,19520.381929
-5.624061,6,19552.502082
39.902482,37,19746.250468
1.607139,8,19791.971124
1.5878,14,19865.302865
-7.112339,7,19898.979071
-9.686679,2,19912.061113
-3.76785,12,19980.02115
-6.299233,3,19994.226183
43.125447,11,20055.09546
-7.575521,4,20073.80629
-3.470301,19,20171.82151
-14.62529,1,20180.399891
-12.692063,11,20252.678487
-2.554448,34,20445.456322
-0.882742,8,20487.557833
-2.871325,6,20516.671967
-5.313751,2,20529.683317
-8.182314,2,20539.153676
-7.971106,2,20549.348308
-2.881143,4,20578.993481
32.711479,13,20653.579641
2.165838,15,20726.749573
2.561119,13,20793.697619
-9.301886,15,20882.337766
-28.038816,1,20894.300383
-7.150943,3,20912.978724
-0.02233,13,20982.372569
-13.111497,2,20992.486866
-3.6607,2,21002.241466
-11.432907,1,21011.091801
-6.179968,12,21072.15956
-23.210206,1,21080.871601
-0.482759,26,21219.443699
-28.003583,1,21228.196859
-7.32905,3,21242.359836
-12.399187,1,21247.347061
26.856371,6,21280.004219
-5.813379,33,21462.972376
-0.497559,8,21509.156559
-11.494596,1,21517.809741
-2.168459,14,21593.834882
-19.872825,1,21602.41367
-8.341171,5,21630.117304
-8.384328,5,21659.597334
4.682654,27,21811.911896
-2.384239,41,22019.981186
3.206045,7,22061.094356
