#{"t_start": 1744868372.9771254, "env_id": "None"}
r,l,t
-2.660844,9,43.049673
0.111601,1,51.610228
4.603515,20,148.486394
0.681658,2,161.998237
-1.548341,1,170.577913
-2.984476,15,236.015248
-0.054195,2,253.505027
1.936715,8,290.580446
0.532044,5,317.275342
-1.067478,1,326.0067
-3.635985,10,379.800635
-2.683274,10,427.203322
0.289361,3,444.817481
-37.60473,7,478.160065
0.645278,14,545.632928
-2.50313,67,865.31337
-4.029164,15,942.442113
-0.518505,1,950.949935
-1.217467,6,979.151963
1.581485,77,1357.091061
-0.651788,12,1415.508439
-0.831582,9,1457.079587
-3.489236,11,1516.07115
-6.151049,13,1582.422843
-3.517456,9,1624.731616
-8.090315,51,1888.301686
-4.005355,100,2388.667995
-4.328761,10,2434.449841
0.500972,1,2439.815154
-1.288256,1,2448.782997
-1.633022,9,2490.095211
0.378471,1,2495.223527
-1.31624,1,2507.110164
-4.808251,18,2592.880736
2.408118,6,2620.487183
-13.162516,57,2903.262144
-1.036536,6,2934.826508
0.956002,1,2943.389563
1.176057,3,2957.408671
-3.981039,5,2985.43103
-2.040923,7,3017.500201
-1.490369,45,3226.60968
-12.327758,12,3281.917987
-2.173097,7,3314.465185
0.225555,1,3323.184844
4.301358,21,3420.657655
-2.007511,6,3448.858031
0.210121,6,3480.494842
-6.677178,100,3973.121902
-2.114345,54,4244.99152
-0.79041,5,4276.180004
-32.747529,9,4323.437145
1.782068,1,4331.941211
-6.437833,25,4463.703748
-2.585041,37,4647.721965
-0.16085,5,4674.740342
-0.778358,8,4715.712666
-1.208788,1,4724.441258
0.35758,4,4743.380081
-0.879529,7,4775.961698
1.593858,3,4797.567024
1.656039,1,4806.301487
1.654925,31,4964.998811
