#{"t_start": 1744812324.23394, "env_id": "None"}
r,l,t
11.130021,4,21.775067
24.328587,12,81.142216
2.591791,1,89.684334
11.157072,4,108.743054
25.048248,10,154.439306
4.132726,2,167.641172
54.220191,26,286.981053
1.701215,1,295.843068
30.973503,14,364.730253
29.482907,13,429.063501
169.858752,72,781.082202
5.490776,2,790.528224
1.606546,1,802.466567
15.324156,6,831.018108
37.872667,17,917.749557
71.421532,32,1075.730217
30.177512,13,1143.445436
43.787914,18,1230.846076
17.341987,7,1274.99679
7.664849,3,1289.240757
7.714795,3,1303.719962
26.938555,11,1348.385092
-4.117644,7,1381.050503
4.001472,2,1394.563001
11.2557,10,1441.353647
10.136083,4,1464.479517
2.178156,1,1469.507262
1.64646,1,1478.072351
24.079937,10,1528.302693
1.159248,1,1537.156201
73.565577,30,1695.105068
15.60867,6,1726.749067
13.976328,6,1755.495317
5.982902,2,1764.958051
1.635281,1,1773.533296
15.37977,6,1805.606312
57.293675,24,1922.733411
16.735458,7,1958.956568
87.015269,39,2145.143575
21.465225,9,2187.154272
29.95949,12,2244.101312
3.108417,1,2249.209275
9.537117,4,2271.230343
99.360924,43,2492.800578
72.187651,32,2654.374964
182.371961,82,3034.614024
80.196357,35,3212.480472
77.302884,35,3397.770647
34.27105,15,3468.319432
89.162416,39,3667.31995
81.602267,34,3831.773997
11.098479,4,3850.237462
25.848188,10,3895.967659
21.224433,9,3940.788846
105.304416,45,4171.68485
18.040906,7,4208.575907
1.936273,1,4217.202191
51.169564,22,4322.353853
77.436361,39,4516.965081
35.705843,14,4581.462104
25.496347,11,4636.881173
14.121964,6,4665.399317
14.53262,6,4692.997193
64.480787,28,4831.0783
55.519984,26,4957.07917
23.290693,11,5012.007649
23.883512,11,5067.973426
10.546966,4,5086.819154
30.240664,12,5153.411527
1.656684,1,5161.959401
