#{"t_start": 1743886689.7393217, "env_id": "None"}
r,l,t
-2.853459,3,11456.439675
-0.169658,32,11618.581734
29.674783,12,11693.705419
1.713411,14,11766.959348
12.433605,27,11912.434078
-7.159781,6,11940.560845
-2.424647,20,12046.67058
-0.652428,11,12105.485306
-10.879086,7,12145.131823
2.801815,8,12191.91484
42.821667,15,12267.118115
0.349407,7,12303.663776
-7.110106,3,12318.22042
-5.471164,6,12357.353545
-0.599304,9,12399.825369
-5.071688,4,12419.470107
-0.239654,12,12496.339218
-3.403276,11,12548.607778
-4.898043,7,12585.720463
36.547589,17,12669.693079
-2.639805,11,12733.74652
-7.510283,3,12755.34584
-0.408855,34,12937.917015
-0.91715,26,13075.064805
-0.319007,21,13185.099681
-7.030636,1,13190.209249
-19.629394,1,13202.080494
0.292203,17,13281.975893
-4.613659,67,13610.155143
-4.410362,6,13638.675952
1.403289,13,13715.098309
-7.913806,4,13734.201139
-15.667843,100,14263.730642
8.469489,35,14450.928911
-27.545988,1,14459.5217
2.511854,13,14529.350245
26.891417,6,14560.914623
-0.487248,23,14680.292404
-1.636766,1,14685.373155
-16.272203,1,14697.450539
-1.015973,9,14739.693305
-27.30726,1,14748.239286
-7.171981,3,14762.811247
-1.093635,20,14877.343186
0.586323,7,14914.548788
-12.022136,5,14945.636083
-4.548237,6,14974.579065
30.21743,12,15038.899885
1.927538,13,15107.104393
43.08889,19,15212.029221
0.243989,8,15250.062165
-1.833907,6,15278.510625
-0.644318,8,15320.577383
-3.234891,8,15359.256963
42.76661,13,15436.565293
2.426053,14,15510.940553
43.753865,11,15575.455781
-3.181831,7,15608.173736
-16.773764,24,15723.677363
29.265713,38,15920.150262
-2.535896,13,15980.183034
-27.240393,1,15992.190191
-6.03698,6,16020.26591
-22.746223,1,16028.876035
-5.288914,89,16498.228083
-8.09451,5,16526.859372
-26.585739,1,16538.947845
5.84026,18,16647.836394
-9.586141,60,16967.925253
-3.367127,8,17014.455733
-1.669283,7,17047.296469
28.909406,7,17084.484463
-6.007722,5,17111.984187
-24.340378,1,17120.583575
-1.75325,9,17171.704462
-2.919171,4,17194.336516
-4.806348,63,17529.681417
-12.793776,1,17538.280946
2.318788,18,17639.612514
-7.07886,3,17653.600327
-5.071409,9,17704.261605
4.830886,16,17791.095086
-7.884839,2,17800.572671
-6.871247,4,17820.091084
-6.976857,6,17855.713459
-7.862696,9,17901.850515
-25.628107,1,17910.494471
-2.149898,15,17984.660594
-17.086307,1,17989.740204
26.135818,29,18146.488397
-7.201974,5,18171.461072
-1.196304,25,18318.097279
1.882813,8,18359.774957
-2.601277,15,18436.758257
28.411011,19,18539.306103
2.177636,43,18767.314145
-4.654188,4,18786.434667
41.337656,55,19080.371619
-3.854059,50,19348.494823
-8.531112,1,19353.595523
-4.814088,6,19382.070319
-5.538135,11,19445.91234
-3.078574,12,19506.426968
-3.151111,8,19544.038612
-9.549165,2,19561.056594
42.222282,28,19704.701385
-1.614237,9,19751.321417
-1.621091,9,19802.067883
29.095568,61,20129.646925
0.005197,12,20190.50054
-2.135926,13,20275.794176
-0.646579,7,20313.973225
-17.599056,1,20319.386101
-2.925992,4,20342.169995
-8.061884,2,20351.739904
-5.993449,4,20378.502641
37.283629,45,20630.681455
4.629238,22,20741.877068
2.911107,12,20803.7752
-7.043793,5,20828.899865
-6.866073,6,20872.606777
40.371295,13,20954.014613
-7.085974,3,20968.139391
0.573584,8,21007.3654
-13.952703,1,21012.67029
-3.851385,1,21021.175318
35.324319,10,21072.238755
-6.058069,14,21146.501905
-20.586523,1,21155.09548
-1.612192,37,21347.062039
2.188327,20,21464.55527
-7.953568,11,21532.459063
-12.567326,1,21537.623717
26.024041,9,21588.841708
4.125286,12,21659.110432
-0.681608,10,21707.603484
-11.758301,1,21716.447086
38.232849,19,21826.635664
-10.690648,4,21845.317668
-9.778902,4,21867.557564
-0.951317,8,21904.71795
