#{"t_start": 1743886693.813161, "env_id": "None"}
r,l,t
-6.729611,4,9436.552912
2.75824,8,9473.230804
29.274747,10,9524.466372
-3.655447,16,9613.357834
-2.916559,1,9618.461488
-10.998553,3,9636.526536
-9.589966,2,9653.068331
-7.732225,4,9671.589739
2.674597,10,9721.41994
17.94376,16,9804.70388
26.949262,43,10029.408053
37.153848,69,10382.043815
-5.519032,4,10412.223586
1.264975,15,10482.779875
-4.60202,1,10491.382928
-9.169071,2,10500.853742
-0.786456,2,10514.4234
-24.297485,1,10523.053638
-6.812597,7,10571.575387
41.462381,39,10772.619929
-5.981427,13,10856.113466
-1.164805,14,10933.986173
-9.424618,1,10939.065983
7.930249,8,10983.74094
-6.963494,7,11017.358172
-3.778434,100,11554.690697
-5.268383,7,11586.831265
-24.937329,1,11595.409932
-0.663967,9,11645.500229
-14.182496,1,11654.073603
-4.925532,11,11713.14901
-6.078132,46,11955.603233
-1.263354,43,12192.827799
-6.263385,3,12206.88306
29.483019,10,12254.500477
-6.952006,5,12285.521484
-8.199928,28,12433.95856
-23.567646,1,12442.535773
-2.85046,20,12549.555046
-9.117022,4,12572.120786
0.887816,2,12581.661499
3.424265,1,12586.741403
24.443959,14,12656.09464
-7.124333,3,12670.601787
-5.886495,4,12696.615609
-0.745145,10,12756.265815
-4.770981,5,12780.162326
2.25471,4,12806.240196
-7.194175,14,12878.582093
-26.368684,1,12887.178348
-2.706336,8,12928.837948
5.728736,17,13020.840219
-7.473012,3,13034.933306
0.455908,17,13122.225497
-4.464237,3,13140.312092
0.774094,8,13180.989114
-8.578517,1,13186.100646
4.23343,1,13194.512286
38.703257,18,13282.942073
-2.054062,22,13388.421597
6.025122,14,13457.811786
-0.181099,12,13517.007021
-18.685341,51,13783.368697
-8.825035,4,13802.382059
4.115017,19,13907.200456
-7.552157,7,13948.711132
-8.404785,14,14014.888408
26.754859,6,14054.440924
0.013633,10,14112.162443
-5.513078,4,14131.240265
-1.155844,16,14209.883277
-1.138089,11,14264.673665
2.516296,16,14354.812245
-7.121136,3,14372.950179
-6.719596,72,14753.751273
0.583943,7,14787.300709
-14.669191,3,14805.301811
-7.338256,3,14824.028145
-9.363003,1,14832.589971
-0.210815,36,15029.696057
2.018868,20,15138.235247
0.038433,10,15189.882798
-1.866939,6,15222.484855
-3.764578,8,15259.997666
-2.743055,7,15293.491647
-16.691818,7,15331.057327
2.596884,10,15382.71982
-2.874678,1,15391.34052
-22.489756,1,15399.916639
-3.587416,10,15451.498204
-27.869726,1,15460.150692
-4.020057,29,15617.175118
-4.458359,8,15653.846226
34.76965,75,16034.333399
1.130572,18,16128.0064
-2.994107,12,16188.567904
-23.71373,1,16197.165448
-6.83264,10,16252.360876
-4.895173,19,16352.549699
-6.557383,16,16435.877505
-0.285986,15,16517.769609
-25.560123,1,16526.364028
28.740817,7,16567.967863
-8.035871,3,16582.507216
-3.199123,1,16591.143841
-2.646879,10,16653.321466
-8.163002,1,16661.920987
-2.49361,43,16891.634335
0.795388,33,17062.253668
0.846071,24,17199.715735
-7.117789,3,17213.706035
-6.137847,3,17231.309807
6.223314,45,17473.859021
-7.851641,2,17483.839571
-6.362767,8,17525.630888
-7.021738,8,17575.176158
-11.721448,1,17580.287746
-6.262237,6,17616.446451
-2.100412,14,17686.566682
-14.233453,1,17695.160576
27.307222,15,17777.474741
-7.022762,6,17806.01887
-3.810745,14,17883.710857
1.407282,13,17948.094352
-0.761613,8,17990.657193
-19.407489,3,18008.250358
41.125491,27,18152.372798
-4.72954,4,18175.999452
-6.691532,4,18195.074034
36.959069,45,18442.681554
1.660054,8,18483.775756
-7.187872,7,18522.177369
-6.551559,5,18549.782741
-8.710859,4,18572.901955
-3.349917,7,18606.033241
0.565191,2,18619.165443
1.857795,19,18713.091366
-7.117269,8,18763.274302
-5.080889,1,18768.321955
28.265418,73,19158.751059
0.837145,9,19208.902947
-0.671417,27,19349.433931
-12.72229,4,19368.465368
-2.850964,6,19397.075845
-5.046206,2,19410.662841
-5.497586,3,19424.844472
-26.992791,1,19436.85405
-9.121897,67,19787.966154
1.774141,28,19939.580362
2.365827,13,20005.960128
-5.602357,8,20051.109187
-9.6572,19,20149.320529
41.91473,15,20232.949389
-7.132624,3,20258.673953
0.677759,8,20304.533093
27.037,11,20365.881516
-1.659833,6,20397.64168
-1.921727,1,20406.1966
-6.078474,8,20451.473583
-21.637522,1,20460.083167
-0.046991,14,20527.156213
2.946132,11,20598.636323
-8.326278,1,20603.796404
-26.166711,1,20612.453542
26.748695,6,20641.034958
-3.849965,11,20699.112028
-0.583815,7,20732.810567
-19.29954,1,20737.888559
38.464163,11,20794.674058
-3.540948,10,20851.499011
-18.445732,1,20863.519361
-0.682478,7,20905.310998
32.937533,4,20935.438422
-2.431305,11,20988.485495
-5.45292,9,21039.305541
7.633666,18,21133.010608
2.878212,8,21174.265432
-24.76627,1,21182.837733
-4.673153,12,21248.277881
38.309225,21,21356.821599
-4.466186,9,21418.599594
-2.30715,11,21473.446572
-7.080571,3,21491.749033
-5.783563,8,21538.789449
-8.277035,2,21548.481219
3.98103,10,21608.441575
-9.508633,23,21735.087085
-5.669623,5,21762.941474
-10.570223,7,21804.386188
-4.5592,22,21915.029865
-5.420351,4,21938.238592
-3.05131,12,21998.338963
-12.196018,1,22006.816256
-3.59489,12,22071.629256
-24.150712,1,22083.566936
