#{"t_start": 1743886693.813161, "env_id": "None"}
r,l,t
-8.367632,5,25.177976
-9.265452,7,65.483707
30.899448,10,123.947987
-4.781508,10,176.034486
2.485078,10,231.229407
-18.833784,1,239.828009
-11.04702,5,267.468922
1.577636,11,331.433607
38.788362,25,461.209275
-10.052182,2,478.288919
6.211287,16,572.433903
-0.756329,8,622.13571
-22.406153,1,630.714917
29.418307,18,720.240541
26.581255,13,786.525842
0.808603,15,865.774714
1.843216,9,912.03194
-3.729744,15,983.309084
-12.542616,3,1000.791069
-10.298745,23,1124.463185
-8.814129,8,1165.659812
-8.828243,7,1210.366472
0.060246,14,1279.075834
1.397013,15,1378.362387
39.054269,9,1420.284827
-5.417688,15,1493.819503
-5.22756,14,1562.551976
0.219156,15,1640.422089
-26.484909,1,1649.021412
-2.920355,4,1667.539544
-4.793273,8,1714.347288
-5.115388,10,1768.511093
42.353773,33,1940.988452
-0.963435,10,1999.722301
-5.206296,8,2040.359417
-5.095335,1,2045.459449
1.155686,1,2050.558971
-0.162127,4,2073.602985
-8.408225,2,2087.130885
-10.781362,1,2095.710505
-1.277491,22,2207.233782
-3.667514,24,2336.202712
-1.67908,10,2395.486129
0.206154,23,2518.899981
-14.064936,5,2550.410377
31.735053,19,2645.216397
-4.808078,36,2855.057887
-2.027549,17,2939.172384
-2.845276,8,2980.335209
43.508493,25,3110.157202
1.741436,7,3151.258096
-7.36226,2,3167.768113
-2.363165,13,3229.091329
-4.11135,19,3330.161148
-4.756238,7,3370.420504
29.596349,10,3421.633884
1.541261,8,3459.691439
-2.733072,13,3520.785658
-8.689248,1,3532.734867
-8.094702,6,3564.975254
-19.322334,1,3576.996008
-3.38676,7,3613.698414
-5.100852,5,3640.851177
-5.471296,29,3792.270817
0.340051,13,3861.860599
5.005796,10,3912.405204
-27.770062,1,3921.000215
-5.924525,11,3980.084036
-3.03158,15,4062.032274
-5.139284,1,4067.086247
-20.8284,1,4072.173227
-1.634744,8,4116.864956
2.401732,21,4218.308914
0.451196,7,4255.920124
-7.644213,9,4309.684799
0.637547,36,4493.836098
-0.381089,23,4618.757578
-5.791792,3,4637.349291
-7.288737,24,4770.394899
-0.865335,39,4971.531979
-4.097667,1,4979.993845
-19.285196,1,4988.571923
-8.820785,7,5020.726641
5.256522,60,5329.547261
-2.165569,8,5366.225826
29.347807,12,5430.610544
40.43986,18,5535.37982
-4.471133,9,5577.998174
-1.724045,22,5684.445621
-8.115869,2,5701.496631
-1.05675,2,5718.018266
-7.758147,2,5728.007219
-25.979416,1,5736.586887
-1.836427,39,5930.650483
-1.625194,9,5984.400769
-22.088262,1,5992.967281
26.446203,60,6328.174611
-10.409824,7,6362.285146
-13.433291,1,6370.884593
-3.463158,11,6431.081117
-11.610301,2,6440.554543
-8.954746,3,6458.014419
-7.317602,3,6472.579112
-24.676217,1,6481.176476
-7.826768,4,6499.75436
-13.936086,18,6592.131759
-6.066107,4,6611.130179
-8.191074,2,6628.10462
2.734826,14,6706.855552
28.718159,30,6854.969468
0.789872,42,7081.387086
-2.233362,19,7192.712113
-5.384387,56,7517.004663
-0.780595,1,7522.065653
-4.082009,1,7530.655833
39.311852,17,7622.26813
-2.183416,43,7866.149487
-16.16404,7,7902.846299
-23.201881,1,7911.445537
5.575124,28,8072.113023
-10.57337,1,8077.192748
-5.55395,5,8100.703379
4.158721,1,8109.302426
-6.275609,91,8602.775875
-7.042956,6,8642.385439
-4.049828,12,8707.006124
2.845448,10,8761.867794
-0.592441,9,8812.054007
-27.557005,1,8820.653851
-8.450552,9,8866.882487
-26.703511,1,8875.456404
0.93946,100,9417.94148
