#{"t_start": 1743886689.8275244, "env_id": "None"}
r,l,t
-6.39845,4,24.185632
-9.888869,13,103.954456
31.978087,17,189.583442
-6.812335,5,217.13998
2.146356,17,313.246174
-25.341845,1,321.815292
-10.844427,1,330.415153
1.68553,8,372.528968
-4.515825,1,381.107784
-6.187594,5,408.708843
-2.560135,18,504.794107
-10.579774,4,528.028698
-2.877849,8,572.932464
-8.363406,4,602.998936
26.745553,9,653.739269
-6.025995,6,685.640021
1.478916,11,738.872125
0.214951,18,836.724023
26.179879,70,1200.728862
-5.523794,21,1314.591805
-25.357104,1,1323.17105
-8.458234,4,1346.682311
-27.840322,1,1355.268176
-1.875331,50,1603.699691
-8.315149,4,1622.854664
-25.058945,1,1634.873582
2.191119,11,1698.675574
-14.251813,1,1703.77532
26.630909,51,1976.120341
-2.900831,4,1998.727612
-4.505718,11,2054.452476
-4.457626,7,2096.12008
39.860295,70,2469.229328
-1.161794,10,2527.915207
-8.396753,2,2537.375312
-16.052269,1,2545.903901
1.528597,25,2677.383869
-5.176528,6,2709.484112
-3.186841,6,2742.058112
-11.088505,6,2777.622156
-1.816371,15,2868.582937
7.49313,17,2952.691456
26.617723,18,3048.408512
-0.588515,20,3158.730662
2.730326,8,3199.903491
0.314516,100,3735.613764
39.376685,17,3819.309204
-2.835766,7,3856.385982
-2.221062,2,3869.349973
33.34924,19,3966.09003
1.074147,10,4021.294581
-9.127672,1,4029.873568
-5.626354,67,4378.110726
-22.590246,1,4386.689987
-5.793818,9,4432.915002
-22.419406,1,4441.571268
1.264301,12,4497.907857
-27.226154,1,4506.545983
-7.874109,2,4520.048867
-7.77837,4,4539.053882
-3.352637,8,4581.53458
-3.464499,9,4627.738029
3.624588,1,4636.223257
-9.537236,79,5056.377361
0.229379,21,5157.072547
-19.807387,1,5165.67224
1.359342,14,5238.468174
-3.866246,9,5283.77531
-3.962286,22,5393.351825
-13.282775,1,5401.962722
-7.748543,3,5420.02475
-2.24958,8,5462.183778
3.274695,19,5567.445999
0.451079,7,5600.919389
-6.870321,11,5655.277611
1.691231,8,5696.953091
0.26389,1,5708.946192
-5.91596,3,5727.012651
-9.14303,9,5781.190149
-1.289532,33,5943.124521
-0.126851,14,6028.028231
-4.773833,1,6033.106363
-5.920534,5,6059.704455
12.023775,23,6187.223907
-2.865694,10,6241.276894
0.634118,15,6327.168788
40.013007,25,6458.59497
-1.075821,34,6641.690976
-12.22007,4,6664.725675
-8.111466,2,6674.744074
-0.571344,1,6679.776401
-8.944995,1,6688.346135
-13.396587,28,6829.756834
-9.905374,99,7395.312034
-5.038781,51,7671.748311
1.213234,11,7730.543926
23.605731,78,8172.462681
-8.465052,3,8191.026268
-14.734292,1,8199.625647
-5.789634,21,8313.72149
-19.541479,100,8857.333967
-8.658013,4,8884.435061
-7.24565,3,8898.515072
-25.071065,1,8907.065413
-9.925752,11,8974.371146
2.366415,18,9077.834641
-7.1363,1,9082.917794
-9.556248,1,9087.999619
-27.864928,1,9096.581163
-7.660475,14,9169.696514
27.398479,70,9523.470364
-0.645152,10,9579.674103
-0.618836,7,9617.343104
0.539277,3,9635.493578
-9.831613,27,9773.538616
39.26377,13,9841.284632
-2.994651,33,10018.85181
2.216716,18,10107.221429
-8.135091,4,10130.22068
32.968629,42,10348.33709
-3.859694,65,10707.745858
-7.570432,1,10712.779437
12.066695,10,10762.500812
-0.905665,10,10813.081113
-6.758001,1,10818.160523
-26.476131,1,10830.078477
1.930004,11,10893.308681
-27.575083,1,10901.884557
-4.225409,7,10942.978703
-27.40137,1,10951.577912
25.622512,18,11040.42532
-7.438173,4,11063.831795
7.60667,8,11112.360209
2.70584,8,11149.544964
0.624272,19,11265.260954
-5.553166,7,11298.418159
-4.747546,6,11330.983729
-0.662523,7,11364.056635
-1.615628,47,11608.946934
-5.022156,6,11644.495408
2.858594,9,11698.627957
4.321002,23,11830.041718
-3.354833,37,12014.397578
-27.328325,1,12022.976338
-5.460194,4,12041.601171
-0.800613,11,12100.40509
