#{"t_start": 1743886689.8275244, "env_id": "None"}
r,l,t
-2.923639,17,12196.780021
-9.825543,17,12284.523838
-4.948866,6,12313.045332
-7.869181,4,12335.611522
-0.205404,12,12399.741546
-0.860154,1,12404.818579
-8.806596,29,12566.56719
-0.701167,9,12609.785831
-9.305318,1,12614.872274
6.165984,15,12692.105704
-9.142934,16,12787.728259
42.841446,19,12887.603181
-5.317702,9,12941.33487
-4.014468,6,12973.518211
-8.636944,1,12978.575493
28.033363,28,13121.202836
-4.727602,24,13249.289911
-3.319055,8,13286.912812
-0.198911,22,13395.889167
-16.210088,30,13540.124774
29.54757,10,13588.043401
-7.108756,5,13615.072966
-16.668898,80,14041.449857
-21.531578,1,14053.440847
-0.406622,12,14121.141335
-10.702082,52,14390.9194
28.616124,3,14405.129997
42.337142,22,14524.180865
0.28231,12,14583.889915
-8.387563,1,14588.985972
-6.632553,1,14594.086505
-19.632888,1,14605.989448
-4.783543,5,14629.076041
1.013577,1,14634.195592
-6.950249,1,14642.572766
-6.513254,5,14665.66861
-1.466837,9,14715.955734
-3.083601,17,14800.787401
-7.518753,1,14809.381538
-2.847347,21,14928.516931
-10.301868,1,14937.061899
-0.09944,31,15098.520804
-7.115556,1,15103.659251
-17.142422,1,15115.525855
28.66218,16,15202.375911
1.628993,17,15283.402709
-4.710164,9,15330.040792
0.936006,13,15400.346824
-9.405325,9,15450.489962
-8.214482,3,15469.13577
-3.220234,10,15520.9828
-6.275791,6,15557.228679
-25.793502,1,15565.796906
27.30414,9,15611.546537
-2.066409,11,15662.80889
-5.446352,4,15681.816053
6.090314,13,15746.199182
-0.834986,7,15778.34861
-27.718274,1,15786.947697
-7.126144,3,15801.51507
-6.35613,66,16145.022654
-0.353884,8,16182.538889
-8.375259,3,16197.555948
-7.298978,3,16215.28073
-5.844142,3,16233.297092
41.203117,11,16289.326074
3.950525,16,16375.083728
-13.575743,3,16389.104817
-2.971785,9,16439.876003
1.385784,1,16444.963611
-13.429144,11,16503.149199
0.6115,29,16683.949635
2.661694,9,16730.019876
-2.515937,8,16771.12327
-11.10438,3,16785.578943
-2.847098,6,16813.775628
-26.552585,1,16822.342797
-3.541078,23,16945.70522
-3.738701,13,17019.361363
-1.913684,65,17365.775925
1.032548,16,17455.18835
-27.319529,1,17463.751437
-7.819119,3,17477.761184
-6.546429,5,17505.976052
-6.197696,5,17529.615067
-5.467765,14,17615.434206
0.096731,14,17685.56075
-2.03769,7,17723.255482
28.772474,8,17771.462049
-8.839963,9,17814.990784
-12.868893,1,17823.590614
-1.664485,6,17855.61946
-2.843574,4,17878.217324
-5.727854,17,17965.579946
8.967603,17,18050.416214
-21.808268,1,18055.530654
-9.126855,6,18087.671348
-6.25313,3,18102.17437
-4.971677,5,18129.290291
-7.893582,4,18156.360953
-6.780734,4,18179.963622
-6.808774,5,18207.631733
-6.340873,5,18232.024293
-27.778269,1,18244.158165
-1.929653,7,18285.335511
-22.865039,1,18293.933413
27.197309,9,18340.609398
-4.431903,9,18382.839249
-5.326593,10,18433.163055
1.8729,8,18474.254804
-0.89214,8,18521.100555
28.961694,9,18568.335701
31.786756,19,18664.728086
-4.67137,4,18683.76755
-6.021717,8,18730.590798
28.434533,40,18947.457725
1.78171,8,18993.548325
2.486273,14,19066.211699
-5.937691,7,19103.028693
-9.73229,2,19116.126198
-3.20819,8,19157.73784
-6.298876,3,19175.888053
1.33511,30,19333.878996
-7.514351,4,19353.447846
-2.443152,18,19450.883252
33.011768,35,19630.267246
-1.230675,17,19719.023404
-26.581212,1,19727.602186
-0.630276,7,19760.75425
-16.923688,1,19769.395796
-3.807216,11,19829.028769
-10.654124,1,19837.608009
0.174531,19,19935.062183
27.960447,34,20115.72893
36.942313,84,20597.485373
1.923,13,20668.575746
-2.557009,11,20722.210776
-7.462008,4,20741.870402
-27.340366,1,20750.410348
-7.130978,3,20764.417726
0.184836,10,20813.232776
-13.114193,1,20818.354869
-4.107985,1,20823.500984
-6.780842,1,20832.191697
-6.314189,6,20872.566145
1.22045,25,21012.486888
-21.223728,1,21024.560433
2.959181,12,21082.264595
-7.271723,3,21099.952141
-11.523558,1,21105.200963
26.757397,6,21136.994612
-1.059075,11,21196.41114
-20.712882,1,21204.900663
2.193069,11,21262.066523
-23.524593,1,21270.744774
-3.602746,9,21312.988515
-7.732974,4,21332.887318
-0.810641,8,21382.87882
5.741071,2,21392.332362
-8.51247,100,21947.478999
-3.836987,21,22060.984085
