#{"t_start": 1744883925.6989958, "env_id": "None"}
r,l,t
26.891671,31,160.274414
0.558581,8,197.703707
9.186606,8,234.829879
17.13226,42,425.786131
4.265784,3,443.463507
2.326159,8,480.123543
1.274602,1,488.578436
2.51148,1,497.205238
2.069068,11,548.062398
5.74449,5,571.13393
-0.198461,2,580.65886
0.212189,11,639.442834
-0.230521,1,644.733206
4.206473,6,672.406245
17.042019,21,768.898273
0.175653,8,805.686179
1.264822,1,814.199637
32.160733,40,1001.612261
22.619354,45,1231.924213
54.918806,93,1667.039512
19.080855,36,1835.832171
0.73935,1,1841.207912
4.09704,8,1877.981582
-2.209041,1,1886.567035
47.152395,100,2378.328265
2.61604,9,2419.865986
-0.962439,1,2431.807552
-0.10649,2,2444.890703
57.292381,100,2923.495859
2.216702,10,2970.067121
-0.182704,1,2978.627319
53.60137,100,3458.030483
66.490245,100,3947.155566
11.699903,13,4010.922342
0.154456,4,4029.674771
35.420047,62,4333.7687
6.222629,10,4379.421787
1.678395,6,4407.776498
-9.222233,17,4489.213617
5.352918,17,4566.417632
1.714326,1,4575.072552
-0.69632,2,4584.521957
42.566816,71,4930.966471
4.332712,6,4959.030466
0.61194,1,4966.823771
